,G1,G10,G15,G23,G25,G37,G38,G44,G45,G54,G55,G57,G62,G63,G64,G65,G66,G67,G69,G72,G73,G75,G82,G85,G87,G92,G99,G5,G26,G36,G40,G42,G43,G46,G83,G90,G91,G93,G96,G98,G100,G2,G3,G4,G6,G7,G8,G9,G11,G12,G13,G14,G16,G17,G18,G19,G20,G21,G22,G24,G27,G28,G29,G30,G31,G32,G33,G34,G35,G39,G41,G47,G48,G49,G50,G51,G52,G53,G56,G58,G59,G60,G61,G68,G70,G71,G74,G76,G77,G78,G79,G80,G81,G84,G86,G88,G89,G94,G95,G97,y_G9
22,0.1102006,0.4494311,0.0133123,0.1048442,0.1094113,0.6068186,0.0985643,0.543488,0.625192,0.249109,0.5261928,0.2615291,0.209108,0.6910205,0.3582138,0.556536,0.3191183,0.3645253,0.428609,0.0227736,0.0386915,0.3273874,0.1183994,0.5414932,0.1245311,0.4453621,0.6264786,0.6324116,0.0,0.6478639,0.6870014,0.7793098,0.6390563,0.577994,0.6729247,0.6159448,0.7024268,0.6018405,0.6847459,0.7592435,0.6174075,0.2361958,0.5634314,0.3911807,0.0288058,0.6230554,0.3536957,0.0,0.0374073,0.3907288,0.047841,0.0314717,0.0690241,0.4260197,0.5188674,0.0807028,0.0013454,0.0406231,0.1348864,0.1660299,0.0030813,0.411945,0.0210018,0.0432021,0.0184375,0.604295,0.64415,0.7237473,0.0583744,0.0858754,0.0911556,0.5755618,0.5609397,0.3700362,0.1431297,0.5909231,0.7447631,0.3821606,0.2594154,0.222545,0.1689489,0.2606617,0.0295948,0.3587363,0.0331075,0.2107272,0.0941827,0.6127597,0.0213617,0.0974871,0.1551539,0.0518011,0.3441259,0.1842799,0.2691133,0.0693864,0.0414264,0.4358124,0.4033973,0.2327088,0.0448984
23,0.0908405,0.5002841,0.008243,0.0454411,0.1328679,0.5754086,0.1153994,0.4825461,0.6701135,0.3121287,0.5771459,0.2703317,0.2593995,0.6579569,0.4317812,0.3912074,0.3964532,0.3495719,0.3966243,0.0233712,0.0401511,0.4037492,0.1106774,0.4798632,0.1275939,0.4453746,0.605255,0.6087467,0.6263072,0.6331926,0.5797959,0.5596337,0.6213274,0.6134955,0.6338982,0.7471271,0.6005275,0.6402602,0.6523711,0.80033,0.6276925,0.1597536,0.6194781,0.3334246,0.0344266,0.6403664,0.4165394,0.0,0.0196648,0.3267736,0.0335056,0.0175335,0.1673603,0.3903095,0.3916775,0.0297204,0.003149,0.0454865,0.1533979,0.0904009,0.4421502,0.0,0.1521204,0.604192,0.1902888,0.0404084,0.2015523,0.0821106,0.6208241,0.0750393,0.0529765,0.5371617,0.5698545,0.4524666,0.1191694,0.5631335,0.7008082,0.4157102,0.4241101,0.224679,0.0967399,0.3009025,0.027843,0.4405718,0.0216673,0.1445497,0.0508173,0.6319242,0.0312802,0.1338558,0.1307842,0.0582437,0.4282286,0.2323698,0.2443328,0.1042265,0.0389755,0.3688172,0.4597567,0.2491841,0.0121103
24,0.1264221,0.4346217,0.0069063,0.1214869,0.1444583,0.640854,0.0898059,0.4507239,0.7308251,0.2698317,0.6253722,0.2275261,0.2758793,0.620852,0.3442743,0.4037738,0.375099,0.3093372,0.4516327,0.0218762,0.0456941,0.3349332,0.1011286,0.5747231,0.1252669,0.4074902,0.4434661,0.6614495,0.5918935,0.7096522,0.7268259,0.6435108,0.574743,0.6861714,0.5801598,0.6313395,0.7092546,0.6157379,0.7256584,0.733665,0.6113081,0.249032,0.4493971,0.4231369,0.0291202,0.6812633,0.3969067,0.0,0.0064485,0.3871661,0.0386832,0.0137019,0.1427707,0.3454305,0.4427016,0.0853442,0.0042063,0.0275635,0.1115032,0.1081248,0.574608,0.2343438,0.0,0.472615,0.1768135,0.0132839,0.2418048,0.0651416,0.5643769,0.0512067,0.050878,0.5204771,0.527947,0.4732971,0.1383342,0.5987571,0.5767606,0.4756491,0.3891547,0.2107474,0.0761431,0.2367096,0.0155167,0.3997444,0.0142771,0.1516573,0.0615901,0.5642522,0.0147164,0.07647,0.1248994,0.0167799,0.3691427,0.1578765,0.2295006,0.0363583,0.0486253,0.4934729,0.4751649,0.204045,0.0114929
25,0.1356573,0.4739486,0.0024078,0.1581245,0.1428107,0.6617623,0.1115093,0.5461225,0.6193807,0.1694432,0.6133538,0.2045191,0.2609029,0.7425325,0.4785726,0.3769145,0.3569012,0.3626035,0.4731395,0.0267283,0.0400945,0.3535068,0.0633735,0.4860442,0.1564687,0.3757709,0.5452139,0.5933293,0.5882699,0.6917337,0.6246324,0.5299459,0.625038,0.7166031,0.5686525,0.5400278,0.7513863,0.6071528,0.7055857,0.6777818,0.6423886,0.2991037,0.4669132,0.403469,0.0375404,0.5643239,0.4064017,0.0,0.0138053,0.3700266,0.0537674,0.0103336,0.0863867,0.3098481,0.6116349,0.0466854,0.0102402,0.0490106,0.1575132,0.1302567,0.5286847,0.3124666,0.1819889,0.0,0.2346468,0.0264188,0.1223453,0.096906,0.5874067,0.0340017,0.0450442,0.5272498,0.6083029,0.5216685,0.1404397,0.6298232,0.6442605,0.5153449,0.3170506,0.1935961,0.076434,0.2144465,0.0141624,0.4492584,0.0171158,0.2172704,0.0641715,0.5109953,0.0237855,0.0698555,0.1167812,0.022132,0.3235856,0.1654837,0.1581738,0.0639598,0.0411076,0.4575843,0.4537964,0.2179217,0.0226397
26,0.2138496,0.4152814,0.0212529,0.1345917,0.1663788,0.6073752,0.0806454,0.5697699,0.5880621,0.2464636,0.5105833,0.2513827,0.3092656,0.6612131,0.3780067,0.4516607,0.3415993,0.2999137,0.3995425,0.0149802,0.0174547,0.5194896,0.0673431,0.5826275,0.1146903,0.4579413,0.5388156,0.5090902,0.6224198,0.6779149,0.5218425,0.7646559,0.7178349,0.5945789,0.7092594,0.5801286,0.6444427,0.7256301,0.5514216,0.6676915,0.6358836,0.2451601,0.5047835,0.2981353,0.0494117,0.7834724,0.5394202,0.0,0.0378441,0.2781054,0.059057,0.0277664,0.1740488,0.3578208,0.4301937,0.0667301,0.0032442,0.0702029,0.1413792,0.1186999,0.3796849,0.3148781,0.217645,0.513924,0.1531508,0.028916,0.0,0.1176625,0.5792193,0.0744062,0.0442816,0.6688394,0.5668461,0.3886161,0.1676533,0.6973536,0.6359739,0.42017,0.3672579,0.2412927,0.0902498,0.2392678,0.0088197,0.4309688,0.0220045,0.1136642,0.096234,0.5653694,0.0253947,0.0720843,0.2273911,0.0289064,0.4897806,0.1453721,0.203081,0.0489905,0.0514527,0.3983213,0.4748561,0.2602798,0.0157828
27,0.1958515,0.4035703,0.0052248,0.1556387,0.0868667,0.6226827,0.1148471,0.4083257,0.6323341,0.2311127,0.4762088,0.2795591,0.2477863,0.6108542,0.476676,0.4126505,0.3475652,0.3578458,0.4432275,0.0358733,0.0361268,0.3525203,0.0952405,0.5328579,0.1100898,0.495658,0.4401855,0.6791106,0.6202053,0.5350251,0.6320095,0.6661393,0.6416354,0.7138426,0.6023786,0.6668294,0.5613858,0.6740279,0.6148093,0.8244126,0.571803,0.2860058,0.4577491,0.3142291,0.0372222,0.7010238,0.386399,0.0,0.0038385,0.3649101,0.0526822,0.0236281,0.1153966,0.352267,0.4391277,0.0553769,0.0023657,0.0598331,0.1468038,0.2163235,0.4649704,0.3546108,0.1862353,0.4129765,0.1710456,0.0093492,0.2096291,0.0,0.7159833,0.0650614,0.0801252,0.5307108,0.6371881,0.4470265,0.1801325,0.6119412,0.6237883,0.4868925,0.2648243,0.2524793,0.1295431,0.2288496,0.0285825,0.4215385,0.0278172,0.1890307,0.0773531,0.4861433,0.009476,0.1464664,0.1726873,0.037159,0.5308364,0.1620136,0.1193346,0.0369892,0.0475643,0.4802165,0.4760175,0.3109807,0.0078569
28,0.1825262,0.4484633,0.0093837,0.0896539,0.1429079,0.5782477,0.0919454,0.5025174,0.5470038,0.2774425,0.483908,0.266877,0.2382928,0.659391,0.4106336,0.5565976,0.3809166,0.3387756,0.3723916,0.0366573,0.0397348,0.4703089,0.078953,0.5135487,0.1330643,0.5002049,0.5357997,0.7027197,0.6958804,0.6444346,0.5961089,0.7089542,0.6745729,0.594334,0.6211827,0.7389228,0.6235016,0.5695166,0.6075488,0.7294457,0.5932472,0.2446876,0.5421695,0.4531926,0.033502,0.7945904,0.5211521,0.0,0.0026572,0.3590139,0.0126406,0.011639,0.071297,0.3122205,0.4758527,0.0520609,0.0031779,0.0361015,0.1907371,0.0954347,0.479183,0.3498163,0.1631982,0.4546212,0.2960735,0.0180737,0.1958468,0.1274128,0.0,0.0445916,0.0298473,0.6265702,0.5806125,0.3704714,0.1575635,0.6552414,0.5626078,0.4258803,0.2602136,0.2461376,0.0727629,0.224566,0.0052577,0.3603551,0.0300549,0.1679363,0.0789398,0.6580582,0.0093328,0.0844097,0.1167825,0.0143832,0.4377691,0.1682964,0.1972413,0.0441883,0.0320732,0.451107,0.4626612,0.2960021,0.0096584
29,0.3128081,0.4323773,0.0263551,0.6407845,0.3152733,0.0044547,0.0864147,0.5793368,0.6110677,0.2392151,0.5160726,0.2212272,0.4961904,0.6334341,0.6134749,0.4068617,0.2938508,0.2180546,0.0489475,0.6841957,0.7562902,0.6301686,0.1176669,0.5501343,0.1162759,0.4472848,0.6268617,0.64478,0.6242165,0.0,0.694471,0.7032363,0.6375678,0.7564905,0.5793883,0.6309658,0.6921026,0.6310546,0.6118497,0.6159716,0.5798157,0.2564441,0.5497072,0.3873313,0.0587352,0.6036998,0.5009934,0.0,0.0116105,0.3826032,0.0521146,0.0114932,0.1171079,0.3653039,0.5639676,0.0610361,0.0013282,0.034687,0.1534125,0.6452655,0.5036607,0.3868566,0.5375421,0.4487012,0.225869,0.0090104,0.1554445,0.1453278,0.5622943,0.0644183,0.0302606,0.4646258,0.3349336,0.5143208,0.1703029,0.568928,0.6362009,0.4769745,0.2861551,0.1917281,0.2463711,0.4425667,0.1710295,0.5857723,0.5518319,0.607858,0.7165143,0.0232067,0.5557579,0.1237196,0.1703105,0.0234255,0.2816682,0.1538966,0.1913412,0.0457492,0.6043383,0.4721855,0.5167558,0.2989709,0.0022754
30,0.1369814,0.4061346,0.0088956,0.1337073,0.1398593,0.596029,0.0,0.449426,0.6089447,0.2022067,0.5000735,0.2799181,0.2502933,0.5969316,0.5106305,0.4520948,0.3176503,0.3788449,0.4717101,0.0295063,0.0491829,0.4125349,0.1052813,0.5230897,0.1678919,0.493332,0.5443192,0.6469895,0.7051916,0.6841087,0.6567477,0.5884755,0.7567803,0.6604862,0.6254861,0.6206935,0.62219,0.7297311,0.7788232,0.6246716,0.5945953,0.1764764,0.4962896,0.2988797,0.0546138,0.5651188,0.4327078,0.0,0.0157714,0.3357996,0.0214218,0.0266419,0.1292112,0.421812,0.5094778,0.0455976,0.000348,0.0234204,0.115342,0.3089159,0.4724384,0.369775,0.2094529,0.4749803,0.2257397,0.0278485,0.1603766,0.0857034,0.5596497,0.0275122,0.0861779,0.6578161,0.5316303,0.4667297,0.1766436,0.6160671,0.6592767,0.4110166,0.3149353,0.2519164,0.0731883,0.2580685,0.0228447,0.4766958,0.0271569,0.1504261,0.1023027,0.5633918,0.0353024,0.1244308,0.136282,0.0417682,0.3145043,0.188706,0.2617083,0.0698946,0.0161997,0.4092312,0.4973613,0.1769362,0.0116873
31,0.1456417,0.4113651,0.0037631,0.0856952,0.1091172,0.6040807,0.0951947,0.4450217,0.5589355,0.3360747,0.4557998,0.1959082,0.2830849,0.6290854,0.4125108,0.4711051,0.3355837,0.4411536,0.4318956,0.0253706,0.0254368,0.4096374,0.110901,0.5566213,0.1206068,0.472126,0.688754,0.6468989,0.6974868,0.5825472,0.0,0.7223782,0.5209078,0.6748701,0.684729,0.6183325,0.7615,0.6001852,0.7220105,0.7032636,0.6056196,0.208235,0.4397566,0.3732309,0.0444557,0.6558436,0.4557361,0.0,0.0142546,0.4443718,0.0409438,0.0055361,0.0906592,0.3713174,0.6605897,0.0588966,0.0018853,0.0392602,0.1107207,0.1897399,0.4906429,0.3363925,0.1876381,0.4614964,0.2106247,0.0144027,0.2192715,0.1549728,0.4865082,0.0698753,0.4797829,0.5599328,0.5733545,0.4748948,0.1302031,0.6816109,0.6667259,0.4205682,0.2869151,0.1821607,0.0778703,0.2905451,0.0253313,0.3738225,0.0265252,0.1597571,0.0508546,0.7377878,0.0407849,0.1285606,0.2020804,0.0324583,0.2597551,0.1900859,0.2461841,0.0738304,0.0169153,0.4018697,0.3778069,0.3137202,0.0068804
32,0.1443003,0.577673,0.0101724,0.0690288,0.0959708,0.6253856,0.1025633,0.4566099,0.6192296,0.2385807,0.5226811,0.2371262,0.2349492,0.5308652,0.459041,0.3944821,0.4009165,0.3896352,0.4312518,0.0313956,0.0496963,0.3873467,0.1048092,0.5465789,0.1179028,0.526394,0.5212539,0.5497264,0.7146114,0.6539143,0.66611,0.7188842,0.6060761,0.5723089,0.6577497,0.5916208,0.7031897,0.6351304,0.7087774,0.6515996,0.625232,0.2584407,0.5218359,0.3351779,0.0597531,0.6751222,0.4104198,0.0,0.02389,0.3224545,0.0284969,0.0152632,0.1281936,0.3465499,0.4752607,0.05142,0.0024069,0.0506128,0.173734,0.0603621,0.4209429,0.3142706,0.1831049,0.4800376,0.2187313,0.0176899,0.2379813,0.1228725,0.5611321,0.0349676,0.0,0.5779073,0.5351856,0.4670513,0.1817103,0.7187189,0.6556234,0.3948248,0.2388775,0.191372,0.0943325,0.2286941,0.0194039,0.4162397,0.0196495,0.1901905,0.0693574,0.6246884,0.0198103,0.119437,0.1508748,0.0530108,0.3361654,0.1581102,0.2280984,0.0570205,0.0653313,0.4187216,0.4045548,0.2457053,0.0149927
33,0.2536811,0.4258469,0.0149554,0.0991714,0.1363141,0.7249157,0.0619506,0.4467466,0.7364861,0.2364367,0.498739,0.2538822,0.2778782,0.5679271,0.3898154,0.4746171,0.3696514,0.3859403,0.4644638,0.0371071,0.0391631,0.4112522,0.0720064,0.4877324,0.1530077,0.4647587,0.4895413,0.6233881,0.6634018,0.7531312,0.6222278,0.0,0.6176715,0.5735409,0.6929935,0.5629856,0.6271934,0.6436806,0.6158302,0.5595763,0.6793011,0.2712496,0.5070386,0.4493681,0.0575818,0.6391961,0.3773326,0.0,0.0261403,0.3019977,0.0537725,0.0155181,0.1158882,0.336224,0.4968746,0.0489062,0.002301,0.0379315,0.1918675,0.2433759,0.4272207,0.3651193,0.2653309,0.5054386,0.1229681,0.0195261,0.2123056,0.1372036,0.5773719,0.0498761,0.0938763,0.5199408,0.6789738,0.4466629,0.1673276,0.5812972,0.7243913,0.4571384,0.4139008,0.2782811,0.1224134,0.2324606,0.028406,0.4044308,0.0201165,0.2464352,0.0558594,0.5517142,0.0301499,0.1030094,0.1577321,0.0329222,0.3866497,0.1924295,0.1713636,0.0967455,0.0449321,0.3562139,0.4068882,0.3189149,0.0120036
34,0.1749183,0.3947933,0.0038703,0.1189075,0.1702347,0.5947082,0.1076211,0.0219125,0.0260048,0.245113,0.4940729,0.2779475,0.1011437,0.041466,0.1563356,0.5148108,0.2718066,0.3609072,0.5241117,0.0256465,0.0719055,0.0256889,0.0910646,0.5632832,0.1611136,0.4327493,0.504614,0.5501052,0.5577896,0.6058707,0.57153,0.654994,0.0,0.609945,0.6087187,0.5813877,0.6056997,0.6449802,0.7717403,0.6072779,0.7235095,0.1933146,0.5601746,0.3577036,0.0377662,0.6351519,0.4770451,0.0,0.0229573,0.323488,0.0150137,0.0198986,0.1212294,0.4010329,0.4215617,0.1550133,0.2583424,0.0306727,0.1841886,0.2957525,0.3284856,0.4654419,0.1690212,0.4056593,0.0349527,0.019282,0.2026574,0.0828634,0.5860543,0.0703318,0.0382778,0.5984608,0.5781351,0.4369141,0.0497805,0.5883669,0.6386473,0.3688552,0.2879572,0.276145,0.462512,0.3838017,0.2878173,0.319894,0.0289951,0.1795127,0.060341,0.7594611,0.0350137,0.5278549,0.6852228,0.5928377,0.3672038,0.2049171,0.2256095,0.0506259,0.0289654,0.1334693,0.4177703,0.1819612,0.0257985
35,0.1385526,0.3014038,0.001693,0.1289167,0.1028787,0.6582302,0.0780141,0.0,0.5342381,0.309375,0.5261613,0.2395303,0.1165601,0.0277479,0.1604271,0.5095532,0.355691,0.3492111,0.4851003,0.0289985,0.0554593,0.0296909,0.1290892,0.6227824,0.1408335,0.3874097,0.5804811,0.6076985,0.6949421,0.5805411,0.8745371,0.4742808,0.6309968,0.5882823,0.575514,0.6670127,0.5818845,0.6070316,0.5323502,0.6011406,0.6167882,0.2186074,0.4571995,0.369283,0.0363864,0.6243651,0.4992133,0.0,0.0035214,0.2788966,0.0170769,0.0269745,0.1020974,0.3000491,0.5745332,0.0883669,0.3497316,0.0179031,0.1460134,0.3517998,0.3857669,0.433026,0.1250989,0.4610289,0.0247397,0.0234094,0.1559997,0.0998889,0.557614,0.0615842,0.0505796,0.6875518,0.5098626,0.3997578,0.0393148,0.5285116,0.671681,0.4636308,0.3058892,0.244952,0.3773219,0.40688,0.4029222,0.4183391,0.0208298,0.2091122,0.0543072,0.7869718,0.0302231,0.6383627,0.5377784,0.6266051,0.3987084,0.2119572,0.2182421,0.0558308,0.0250925,0.1980032,0.3248082,0.260311,0.0187024
36,0.1277068,0.4335481,0.0038664,0.196333,0.1374441,0.6676903,0.0807949,0.3077287,0.0,0.2908991,0.4851764,0.2892476,0.2024535,0.5584812,0.4020102,0.4474764,0.4158881,0.2834343,0.4171594,0.029422,0.0759936,0.3484128,0.1450253,0.565715,0.1478318,0.462852,0.6726613,0.7830461,0.58977,0.70875,0.6270468,0.7021058,0.5904684,0.5853057,0.5268937,0.6994895,0.6008369,0.5425646,0.6624379,0.6055334,0.5778247,0.2444999,0.4647033,0.3050455,0.0246888,0.7223868,0.366619,0.0,0.0241955,0.3360863,0.0299757,0.0253794,0.1221943,0.2900132,0.5011054,0.0400336,0.0033223,0.0332614,0.1571593,0.1418085,0.4518015,0.384358,0.2020135,0.4238098,0.1007583,0.007551,0.1832354,0.1584128,0.5885937,0.079618,0.0421756,0.5865583,0.513249,0.4481275,0.1956167,0.5473141,0.6734212,0.4015006,0.3044715,0.2543479,0.0749051,0.2249042,0.0085343,0.3891488,0.0159377,0.1417928,0.0593349,0.6434404,0.0255115,0.0794784,0.207113,0.0257409,0.3856158,0.1441665,0.1648332,0.0583125,0.0203985,0.359739,0.4605642,0.2295058,0.0144433
37,0.3609378,0.5450707,0.0074345,0.5918869,0.3717839,0.0027171,0.0945103,0.5794476,0.5612632,0.3613515,0.1616572,0.6184103,0.5831179,0.5407817,0.6362482,0.5138933,0.481879,0.3027228,0.0369094,0.5464922,0.6174265,0.504231,0.0739481,0.5265519,0.1655453,0.4327369,0.5727187,0.6266583,0.675116,0.6569581,0.5323501,0.6640235,0.6512941,0.0,0.7028111,0.602709,0.5479507,0.6476397,0.6565969,0.6278425,0.7317844,0.2889218,0.6173025,0.4972074,0.0281739,0.646671,0.5332352,0.0,0.0134686,0.3536462,0.0432228,0.0294658,0.0176304,0.3026765,0.0635298,0.1364015,0.0053856,0.0431685,0.4867215,0.5163621,0.4769804,0.3527853,0.6377588,0.4994784,0.2610293,0.0117875,0.1649711,0.1150258,0.5721625,0.0639234,0.0375136,0.0044084,0.0176074,0.1135863,0.2724664,0.5150339,0.081616,0.0283991,0.5298363,0.4282827,0.0319655,0.1647058,0.0005867,0.6610934,0.5380201,0.5833205,0.5304077,0.0506045,0.5416591,0.0609885,0.1847007,0.037296,0.5963697,0.1217416,0.1889597,0.0847631,0.6089146,0.5635698,0.4690834,0.2820305,0.0977949
38,0.1751445,0.3774838,0.0278097,0.1358263,0.1262886,0.7852732,0.0857814,0.5196739,0.6660143,0.2390096,0.4789568,0.2589481,0.2749861,0.5946256,0.4791278,0.4433562,0.4361873,0.3154264,0.4671473,0.0447109,0.043087,0.3487048,0.1016158,0.4853839,0.1363633,0.4154786,0.4462669,0.5916982,0.5618576,0.6350665,0.779942,0.6748319,0.7775745,0.6055178,0.8187377,0.5671336,0.6833737,0.6199196,0.6432202,0.533628,0.6173494,0.2214785,0.4834242,0.401627,0.0602271,0.5387,0.4842602,0.0,0.0361595,0.3533889,0.079172,0.0219901,0.1279426,0.4195208,0.5657902,0.0466055,0.0043975,0.0607575,0.1822885,0.129137,0.3677726,0.3124381,0.2244976,0.4970229,0.1756065,0.0456158,0.2073447,0.0955561,0.5835043,0.0802839,0.0370805,0.0,0.6197508,0.4536154,0.1281718,0.5573561,0.5626083,0.3215564,0.2341788,0.2983487,0.0884364,0.2273959,0.0306782,0.4765052,0.014588,0.181598,0.0768612,0.6396684,0.018192,0.1488556,0.1386168,0.0208549,0.4182417,0.1378196,0.1907511,0.0577355,0.0297637,0.3518188,0.3950451,0.3002001,0.0167805
39,0.0817863,0.4472955,0.0180774,0.1354532,0.1010213,0.6445328,0.0693586,0.6075794,0.5652873,0.175451,0.450246,0.222205,0.2439409,0.7086676,0.5535936,0.4643842,0.2604632,0.4188327,0.5186335,0.0378541,0.0450213,0.4532133,0.0979144,0.6282509,0.1186559,0.5182534,0.4303894,0.5817117,0.5494169,0.5917377,0.6256492,0.6242555,0.7628166,0.6637241,0.6745092,0.6745071,0.555878,0.5592319,0.6970616,0.7465417,0.6558318,0.2127473,0.5306829,0.3680913,0.0451306,0.62476,0.3496495,0.0,0.0344342,0.3605242,0.0563003,0.035418,0.1264589,0.3570213,0.5790775,0.0726555,0.0036694,0.0300203,0.1546606,0.1060125,0.361397,0.3391575,0.1235096,0.4110322,0.1484995,0.1052362,0.1970133,0.1034476,0.7000363,0.0699887,0.0282924,0.6607026,0.0,0.4344867,0.1398645,0.5664852,0.5938144,0.3443483,0.3072083,0.2059574,0.0772793,0.211275,0.0127566,0.5238676,0.0146045,0.1097274,0.0567387,0.6950575,0.0132238,0.0561488,0.1946268,0.0155154,0.3876834,0.1350122,0.1762016,0.0848989,0.0242488,0.4027844,0.3878762,0.2047207,0.0125863
40,0.1475597,0.5647847,0.0045665,0.1813114,0.132297,0.7953541,0.1069606,0.4576459,0.6896917,0.2038031,0.5000788,0.2664913,0.3062641,0.6223594,0.4263805,0.5782809,0.3423277,0.3947137,0.3959138,0.0101088,0.0211532,0.3388919,0.1188271,0.5367717,0.1591473,0.4235022,0.5307442,0.642043,0.7320564,0.5187896,0.579889,0.6600758,0.6177163,0.660982,0.6929993,0.6707964,0.6345023,0.6782964,0.6577471,0.6742445,0.6175001,0.3113386,0.477563,0.3916397,0.029408,0.5971132,0.3368221,0.0,0.0342549,0.3169709,0.0348035,0.031792,0.0970001,0.3179139,0.494205,0.0572372,0.0019519,0.0333108,0.1480685,0.172362,0.3999702,0.2939045,0.1879794,0.4504975,0.1926788,0.0177754,0.2664918,0.1327829,0.6269405,0.066421,0.0370629,0.6241884,0.6113732,0.0,0.183182,0.5879513,0.691029,0.4141462,0.3746948,0.2526345,0.0811562,0.2454599,0.0154512,0.3909853,0.02128,0.1686697,0.0654032,0.623569,0.0189584,0.0982313,0.1419172,0.0400931,0.3501611,0.2271845,0.214568,0.0726411,0.0415865,0.4496755,0.4740107,0.2219603,0.0067031
41,0.1175013,0.504988,0.0085186,0.1750166,0.0857466,0.6439674,0.0898654,0.4990678,0.5436668,0.2574981,0.5163976,0.223884,0.238808,0.5865042,0.4931085,0.4740214,0.3415379,0.4112897,0.4176251,0.023978,0.0389369,0.3534118,0.1243546,0.5621193,0.1329766,0.3925919,0.6575901,0.5418161,0.6641044,0.5988025,0.6358553,0.6675433,0.5711571,0.7201714,0.625446,0.7103963,0.5034337,0.6725797,0.6572311,0.6194129,0.6874534,0.291897,0.4656372,0.3447921,0.0526478,0.5374127,0.5092075,0.0,0.0116261,0.3620345,0.0295141,0.023615,0.1205076,0.3648028,0.5073114,0.0629465,0.0027457,0.0415781,0.1225548,0.1981286,0.534812,0.318895,0.1731396,0.4731632,0.2615502,0.0373774,0.1949454,0.102158,0.5457478,0.0682871,0.0585456,0.4746056,0.6150111,0.3072869,0.0,0.6879094,0.6382263,0.4603838,0.4110526,0.2319594,0.0903606,0.2516997,0.0070257,0.5060121,0.018185,0.238663,0.0519276,0.6689783,0.0116272,0.0983641,0.146257,0.0221078,0.4258494,0.1651644,0.2717941,0.0835422,0.0385529,0.4056964,0.4756154,0.260076,0.0096474
42,0.1350555,0.4013005,0.0041292,0.1120997,0.1115943,0.6173651,0.0734016,0.5027657,0.6029508,0.2469671,0.4039755,0.174026,0.3441657,0.7031522,0.3645681,0.5640958,0.3329328,0.3053197,0.379452,0.028364,0.0319094,0.3739773,0.1719208,0.5506077,0.11904,0.4549914,0.581373,0.7857158,0.5969924,0.731712,0.7761918,0.5425648,0.7036701,0.6918445,0.6283002,0.5763986,0.5423445,0.5396556,0.6459222,0.796925,0.708884,0.2623478,0.4306933,0.371273,0.028532,0.6436569,0.4453643,0.0,0.0204611,0.3825158,0.0733249,0.0165619,0.0901556,0.3301774,0.5864305,0.0390943,0.0018719,0.0425192,0.1148928,0.0910208,0.4371363,0.4064005,0.1724091,0.4358064,0.2270378,0.0328135,0.1846226,0.1030474,0.6256318,0.0824334,0.0805054,0.7533509,0.517394,0.3936215,0.1701177,0.0,0.6041933,0.4897528,0.4624342,0.1987672,0.0724884,0.2322899,0.0049358,0.3564244,0.0065082,0.1169813,0.0578813,0.6789089,0.0146537,0.0658766,0.1130569,0.0293773,0.3821406,0.1690492,0.2455671,0.1443662,0.0319526,0.4293778,0.5125243,0.3287485,0.0201103
43,0.1026374,0.4172077,0.0063879,0.1709365,0.2004451,0.5274716,0.1084833,0.6844112,0.6699484,0.1980961,0.5280313,0.253467,0.3280449,0.6279708,0.516448,0.4646872,0.299081,0.3907728,0.5157333,0.0358533,0.0485739,0.3689927,0.1006171,0.5313448,0.182682,0.4647307,0.5860407,0.6312892,0.6406189,0.6378867,0.5968089,0.5452706,0.6415533,0.6665436,0.775931,0.7104623,0.6064385,0.629528,0.4789932,0.6462656,0.6133557,0.1947776,0.5449949,0.3092242,0.0452589,0.5836022,0.4471164,0.0,0.0108874,0.3788511,0.0342116,0.0265078,0.1218244,0.3958453,0.5374868,0.0903913,0.0013392,0.0255212,0.2050399,0.1589303,0.3924271,0.3029365,0.1809952,0.3759868,0.1618591,0.0167022,0.2512985,0.0849675,0.5654663,0.0587517,0.0308663,0.6404665,0.5148252,0.4876572,0.2019348,0.6065725,0.0,0.3726277,0.3197889,0.1809027,0.0689628,0.1941709,0.0093098,0.4892211,0.0068628,0.2346137,0.0581844,0.6039784,0.0058984,0.1044522,0.1092859,0.018893,0.3456133,0.0990763,0.1824411,0.0476028,0.038915,0.4749446,0.4229382,0.2547398,0.0222448
44,0.1097338,0.4314111,0.0009797,0.1630571,0.1921628,0.7115971,0.0909593,0.4586578,0.7300255,0.6008045,0.0,0.3171509,0.3652463,0.6521407,0.4739852,0.249771,0.4294502,0.3126314,0.4911354,0.0381183,0.0497495,0.3037472,0.056311,0.475146,0.1367019,0.4694513,0.5902427,0.6481376,0.597094,0.6788928,0.6851915,0.7524016,0.551929,0.6032928,0.7242807,0.6183655,0.7363057,0.5415607,0.7117537,0.5846058,0.6037024,0.2932415,0.5367024,0.3649837,0.0330348,0.6784641,0.4425132,0.0,0.006112,0.3353457,0.0416055,0.0292441,0.0878171,0.2939908,0.56499,0.0605238,0.0007741,0.0686412,0.1969269,0.1442286,0.4798566,0.2651009,0.1816166,0.6238896,0.2053771,0.0234892,0.1629798,0.1477267,0.6314055,0.075628,0.0448,0.6164501,0.6470546,0.5032661,0.178874,0.6152122,0.5649053,0.3195626,0.2733586,0.2255937,0.1020345,0.1860847,0.0247459,0.3684784,0.0173604,0.1946856,0.0642738,0.588935,0.0313911,0.0784887,0.2279563,0.0365416,0.5124548,0.1328917,0.1742897,0.1216714,0.0498682,0.4026192,0.3998826,0.3007356,0.0107839
